tx_id,tx_size,tx_fee
54140,309,29772
54141,1710,41634
54142,564,32190
54143,982,33461
54144,926,23332
54145,1098,51301
54146,690,66744
54147,976,59377
54148,625,63932
54149,870,7006
54150,1153,95423
54151,235,65588
54152,447,25104
54153,731,4005
54154,912,13575
54155,644,83578
54156,1767,23570
54157,757,7544
54158,219,11945
54159,1320,48220
54160,1643,8807
54161,1736,31585
54162,1255,38251
54163,1462,27827
54164,1006,49563
54165,720,93000
54166,670,12038
54167,668,39282
54168,1409,59029
54169,1188,40753
54170,1220,14610
54171,225,63242
54172,1608,87034
54173,1334,76018
54174,972,18418
54175,1564,95445
54176,486,50560
54177,1118,41164
54178,565,95806
54179,1091,14961
54180,203,13819
54181,983,83867
54182,714,28237
54183,1799,45257
54184,1322,26496
54185,1549,69922
54186,844,88676
54187,743,44767
54188,513,49114
54189,534,75825
54190,1184,71806
54191,1757,90412
54192,1365,86246
54193,701,67262
54194,1126,94440
54195,1312,85732
54196,1907,53882
54197,828,78044
54198,695,94050
54199,1227,74221
54200,1684,45651
54201,309,31146
54202,229,49154
54203,1672,87447
54204,1851,4890
54205,1499,2941
54206,358,54947
54207,1732,52794
54208,968,61819
54209,1863,19134
54210,244,43087
54211,391,13703
54212,1601,54204
54213,1540,32541
54214,1015,76879
54215,1830,79700
54216,700,86511
54217,973,78814
54218,446,95765
54219,258,91466
54220,1903,11578
54221,524,18001
54222,950,50306
54223,1973,98595
54224,1348,30695
54225,1683,35818
54226,310,92447
54227,790,56647
54228,1367,46672
54229,1413,29436
54230,558,82129
54231,653,64681
54232,491,63615
54233,1646,1703
54234,465,61102
54235,292,23483
54236,1602,86204
54237,1259,87764
54238,1330,5132
54239,1710,69198
54240,1341,53784
54241,1539,48230
54242,437,48074
54243,1642,75478
54244,1824,92631
54245,921,94441
54246,1253,93338
54247,867,28969
54248,200,37912
54249,376,15042
54250,1719,47899
54251,696,9367
54252,795,38894
54253,1780,5751
54254,1530,45290
54255,577,43403
54256,1938,59184
54257,764,9281
54258,1765,92865
54259,447,97577
54260,1604,1705
54261,279,27109
54262,1721,60995
54263,794,47565
54264,1581,15812
54265,1172,40522
54266,1580,93809
54267,314,82757
54268,1721,58543
54269,1968,71700
54270,986,64102
54271,270,67988
54272,1201,50252
54273,361,16869
54274,1721,37026
54275,670,60953
54276,1738,61603
54277,1271,93726
54278,1054,31247
54279,576,28215
54280,720,34441
54281,1072,78744
54282,1790,6237
54283,1182,19650
54284,686,33661
54285,1160,32109
54286,1214,1991
54287,795,18744
54288,1767,28862
54289,1489,46441
54290,1161,10115
54291,1070,85811
54292,1558,85945
54293,514,87824
54294,533,41963
54295,1068,55827
54296,728,41215
54297,1051,9235
54298,1268,94069
54299,1433,35511
54300,259,47625
54301,1195,86821
54302,468,9660
54303,277,31271
54304,849,55578
54305,1052,72499
54306,543,31078
54307,1067,61895
54308,333,64731
54309,264,15606
54310,1713,26989
54311,1548,78961
54312,1945,58673
54313,637,38807
54314,756,90760
54315,1743,65607
54316,960,19159
54317,746,21279
54318,616,69626
54319,1386,18520
54320,260,18819
54321,266,43043
54322,1038,53377
54323,1207,56177
54324,951,68914
54325,961,4600
54326,1712,87576
54327,1580,65755
54328,1787,87351
54329,1455,78164
54330,1769,25391
54331,715,76099
54332,1401,85796
54333,1339,65712
54334,520,29405
54335,1846,6222
54336,631,57680
54337,1259,7586
54338,285,47500
54339,1423,98720
54340,1013,61888
54341,1800,83291
54342,435,1834
54343,1669,27614
54344,1282,72761
54345,1254,21971
54346,1108,92929
54347,1670,32122
54348,420,44620
54349,1880,60418
54350,1419,94762
54351,438,62228
54352,1837,18314
54353,1463,82083
54354,1757,28897
54355,221,12411
54356,739,17939
54357,503,81185
54358,1106,41851
54359,1723,49040
54360,449,72117
54361,1748,64894
54362,312,48728
54363,1314,41597
54364,969,72195
54365,1074,45578
54366,1974,91851
54367,257,1046
54368,1042,67455
54369,1021,6911
54370,1270,51820
54371,1061,9007
54372,1154,46394
54373,781,68370
54374,1884,56014
54375,1950,66643
54376,1081,43170
54377,740,7743
54378,1651,2064
54379,1871,72871
54380,1759,24247
54381,1364,97698
54382,1091,29481
54383,1309,90585
54384,1323,58956
54385,277,56227
54386,303,10466
54387,1015,97995
54388,347,37607
54389,1727,20765
54390,1845,37460
54391,1293,46408
54392,1340,51571
54393,985,44262
54394,808,14422
54395,506,68334
54396,783,59841
54397,587,66301
54398,371,3978
54399,1833,62536
54400,1965,24415
54401,1911,74667
54402,536,71323
54403,847,59281
54404,1770,90674
54405,500,9297
54406,1411,5471
54407,1407,58480
54408,1715,45592
54409,1369,66956
54410,1857,46219
54411,1697,2413
54412,474,88947
54413,1368,69628
54414,675,8359
54415,818,81351
54416,433,61730
54417,902,42887
54418,1412,76369
54419,1163,49410
54420,1144,76872
54421,467,91423
54422,1884,74604
54423,433,53902
54424,1100,74577
54425,1901,39031
54426,1046,86954
54427,1216,31258
54428,1429,27318
54429,1876,19342
54430,238,32653
54431,738,98102
54432,1491,6826
54433,784,66339
54434,266,40470
54435,820,1807
54436,214,14230
54437,1485,53171
54438,1272,12215
54439,1935,9457
54440,559,82720
54441,959,84664
54442,322,81205
54443,1459,21804
54444,1053,37398
54445,557,29361
54446,1762,81400
54447,1551,1200
54448,675,18374
54449,1724,89479
54450,1205,24280
54451,358,62455
54452,221,15019
54453,1958,82411
54454,1868,14946
54455,776,78008
54456,1508,90510
54457,1407,8019
54458,1611,38932
54459,1069,39271
54460,1072,12391
54461,571,46202
54462,1389,56944
54463,1961,62856
54464,1844,27144
54465,1044,21705
54466,339,22469
54467,466,3194
54468,1252,29826
54469,990,96049
54470,705,39705
54471,1874,31230
54472,619,51550
54473,1551,86732
54474,1230,64772
54475,1688,86905
54476,1783,79665
54477,1253,19040
54478,1955,76946
54479,840,59790
54480,1987,35931
54481,1872,68433
54482,992,61672
54483,860,23136
54484,704,66552
54485,850,20464
54486,884,48209
54487,789,16567
54488,283,37435
54489,887,97400
54490,572,10580
54491,429,95163
54492,1967,76126
54493,1105,49530
54494,1241,31916
54495,1821,93216
54496,437,65464
54497,369,52458
54498,1231,6306
54499,995,96503
54500,452,31997
54501,1322,74912
54502,853,29288
54503,694,91112
54504,1334,76725
54505,1552,9513
54506,1419,49403
54507,562,96240
54508,778,5123
54509,1047,28881
54510,1442,32005
54511,593,41646
54512,381,94218
54513,1609,37369
54514,674,79447
54515,1753,56213
54516,799,17928
54517,1019,32725
54518,1415,17140
54519,1552,61599
54520,1446,3800
54521,489,20905
54522,1275,98125
54523,320,47030
54524,933,17753
54525,1483,65403
54526,1437,27534
54527,685,80097
54528,1250,6871
54529,586,81318
54530,1241,33619
54531,1490,71735
54532,302,19494
54533,399,83847
54534,1643,72705
54535,683,3482
54536,1808,47952
54537,1099,18632
54538,1964,62640
54539,686,32503
54540,1685,93635
54541,304,93201
54542,209,97681
54543,1212,32477
54544,398,34575
54545,905,58714
54546,1412,57061
54547,1336,53282
54548,1534,40135
54549,1755,37022
54550,1885,55689
54551,398,68632
54552,1731,31010
54553,1067,35055
54554,875,55172
54555,1268,24316
54556,1553,92989
54557,253,53452
54558,1796,19734
54559,248,86264
54560,1212,60048
54561,1897,33609
54562,1086,94818
54563,1892,95776
54564,565,24728
54565,390,78790
54566,882,87475
54567,1812,99364
54568,417,76165
54569,1876,78156
54570,1385,21773
54571,493,87839
54572,551,4090
54573,1489,66720
54574,1110,5958
54575,1730,21968
54576,1796,88527
54577,1923,30422
54578,1991,27776
54579,230,66570
54580,1700,95852
54581,1509,48958
54582,1029,79005
54583,1149,78011
54584,1718,3466
54585,1783,49450
54586,469,21354
54587,255,3572
54588,1972,75498
54589,737,10008
54590,687,48185
54591,1473,70704
54592,998,98629
54593,898,10564
54594,944,86624
54595,1843,91225
54596,1972,77272
54597,543,72342
54598,1819,98776
54599,1000,26236
54600,461,6579
54601,644,88231
54602,550,7273
54603,630,17140
54604,581,86302
54605,538,24343
54606,399,99112
54607,1942,47953
54608,1569,80888
54609,1899,2833
54610,1344,13566
54611,1712,4938
54612,1462,48591
54613,1433,99682
54614,672,84615
54615,1031,85245
54616,1309,15308
54617,604,40992
54618,274,59178
54619,206,75052
54620,562,6586
54621,700,40789
54622,1321,55412
54623,1815,51779
54624,340,40173
54625,910,66314
54626,1435,20431
54627,1961,97619
54628,1127,74116
54629,560,99581
54630,1013,93388
54631,1955,79389
54632,1266,28724
54633,219,45384
54634,895,15112
54635,1876,8561
54636,344,13832
54637,1109,97374
54638,1997,8249
54639,1303,51407
54640,419,4733
54641,1424,13089
54642,1158,46221
54643,460,31784
54644,1098,64697
54645,1629,86648
54646,936,24130
54647,1837,27051
54648,391,4563
54649,1744,9530
54650,786,68185
54651,1949,58702
54652,1489,41676
54653,320,84756
54654,403,72994
54655,1632,79031
54656,949,79583
54657,330,13499
54658,463,96353
54659,1236,10611
54660,1842,14369
54661,419,36136
54662,759,71936
54663,935,67676
54664,1645,88780
54665,1536,76890
54666,462,75892
54667,1997,11251
54668,914,33485
54669,803,61112
54670,1548,50503
54671,784,75165
54672,215,8388
54673,1205,5907
54674,806,1311
54675,1666,36481
54676,852,78455
54677,1644,35256
54678,1206,2772
54679,494,67554
54680,327,1456
54681,823,31740
54682,1331,65183
54683,880,71616
54684,347,55320
54685,1527,6325
54686,1522,60884
54687,1932,86594
54688,1691,32458
54689,1599,75209
54690,1750,75610
54691,1241,73027
54692,1168,27959
54693,1941,36611
54694,882,74740
54695,678,88505
54696,1352,37683
54697,1273,70093
54698,786,66186
54699,1520,91344
54700,989,26190
54701,1525,93044
54702,1847,18639
54703,1378,2391
54704,966,20532
54705,1009,41966
54706,1036,60574
54707,1880,81799
54708,1160,17775
54709,497,47746
54710,984,23865
54711,1943,78113
54712,1841,32691
54713,1184,56348
54714,944,50141
54715,1478,65511
54716,1520,85700
54717,875,31266
54718,421,34606
54719,1541,17811
54720,1685,50659
54721,1071,49630
54722,1424,45211
54723,484,76885
54724,1882,91567
54725,665,94945
54726,1105,19050
54727,441,84818
54728,1483,16476
54729,1424,51068
54730,921,54684
54731,600,85325
54732,1092,51705
54733,428,59043
54734,1734,87391
54735,1699,48595
54736,423,82050
54737,1143,9593
54738,383,99561
54739,1188,39236
54740,1143,57159
54741,858,22552
54742,1345,78357
54743,878,37422
54744,630,51814
54745,1125,93121
54746,551,5901
54747,1658,44341
54748,1981,21864
54749,624,33558
54750,1124,47461
54751,500,95816
54752,1098,52929
54753,1999,87349
54754,289,88156
54755,1468,99865
54756,1267,44238
54757,1451,4529
54758,1592,11883
54759,545,41873
54760,679,67407
54761,652,85727
54762,555,72050
54763,213,19359
54764,1100,39670
54765,222,68464
54766,880,7204
54767,1806,31041
54768,1802,24665
54769,1554,83549
54770,808,87684
54771,1539,49863
54772,1622,18915
54773,990,21518
54774,1928,6662
54775,808,35186
54776,1304,80458
54777,1964,22326
54778,357,92377
54779,1288,72234
54780,483,24526
54781,947,58588
54782,746,83641
54783,1152,55260
54784,974,1829
54785,1788,85509
54786,1580,87654
54787,265,11871
54788,1258,35751
54789,779,69437
54790,567,54489
54791,1294,85533
54792,1059,75710
54793,320,87032
54794,1723,36253
54795,346,34682
54796,205,77123
54797,860,35956
54798,1008,88629
54799,1077,44110
54800,1198,77389
54801,514,62864
54802,612,6232
54803,1625,80854
54804,204,37839
54805,1582,39145
54806,697,44052
54807,1095,81511
54808,1048,45034
54809,211,1812
54810,1794,31090
54811,795,82873
54812,660,96050
54813,322,88793
54814,1668,57431
54815,1691,81437
54816,1531,60824
54817,1650,5593
54818,1379,53567
54819,1411,88945
54820,492,70130
54821,941,99270
54822,481,93572
54823,454,25786
54824,1202,22180
54825,1055,15149
54826,1296,61960
54827,413,58420
54828,349,19968
54829,1682,87322
54830,716,94011
54831,1449,28272
54832,1724,20523
54833,1398,92609
54834,1226,37713
54835,208,5075
54836,1803,13069
54837,1015,69916
54838,1119,32978
54839,897,71610
54840,640,37411
54841,668,46174
54842,516,32323
54843,355,83307
54844,379,27868
54845,896,50945
54846,1729,67324
54847,958,14416
54848,1644,62697
54849,313,95415
54850,731,10112
54851,1577,71563
54852,1501,83930
54853,1587,21389
54854,589,66807
54855,968,42849
54856,1654,66610
54857,1610,68181
54858,1003,80012
54859,1341,12685
54860,1694,11674
54861,239,33909
54862,1480,55103
54863,909,59610
54864,688,4061
54865,1352,96239
54866,1593,36564
54867,1825,84100
54868,1776,16440
54869,1666,31519
54870,724,15161
54871,1997,10565
54872,325,86583
54873,1317,88994
54874,479,69800
54875,1814,93268
54876,1750,44141
54877,1067,20724
54878,514,8430
54879,515,93705
54880,576,38488
54881,1031,56093
54882,1296,36454
54883,1370,67308
54884,1024,76026
54885,767,5827
54886,918,34625
54887,1635,49146
54888,1751,9475
54889,1505,93271
54890,646,17581
54891,598,87156
54892,1341,78380
54893,1385,59317
54894,1705,62015
54895,1423,69603
54896,1438,36679
54897,1083,60845
54898,1315,9519
54899,1575,73877
54900,334,13775
54901,311,55486
54902,1452,49689
54903,937,98026
54904,905,82215
54905,1673,51479
54906,1938,26950
54907,715,72380
54908,669,30484
54909,1699,96366
54910,1404,20683
54911,1593,57434
54912,796,41974
54913,1730,39846
54914,813,92501
54915,1786,45927
54916,1300,96942
54917,260,62303
54918,847,57304
54919,316,43911
54920,988,57727
54921,1362,96364
54922,761,26864
54923,792,48213
54924,1191,26312
54925,466,67696
54926,1641,76590
54927,1552,65252
54928,1181,68211
54929,715,14025
54930,728,19127
54931,1170,52782
54932,1934,82640
54933,1900,22529
54934,710,15698
54935,669,81236
54936,1002,30754
54937,1489,86089
54938,917,68094
54939,1375,83581
54940,1457,30767
54941,1394,80899
54942,1498,55688
54943,1001,52091
54944,1436,74074
54945,732,75554
54946,1141,7950
54947,1783,10362
54948,240,29464
54949,242,80724
54950,1395,67380
54951,231,89814
54952,1210,15767
54953,1492,96167
54954,1046,33737
54955,877,4988
54956,417,31121
54957,1806,37078
54958,1737,48348
54959,249,22655
54960,1311,39597
54961,1654,93803
54962,779,27327
54963,1728,30350
54964,1566,30542
54965,425,97886
54966,765,25918
54967,1285,89038
54968,693,97948
54969,244,11414
54970,1297,98624
54971,805,46653
54972,1951,24189
54973,705,73846
54974,1052,96147
54975,415,75237
54976,1429,20674
54977,1596,66412
54978,1531,57888
54979,1156,12998
54980,800,3977
54981,200,18256
54982,559,56009
54983,1654,12931
54984,1138,60442
54985,816,93447
54986,285,72508
54987,1045,48028
54988,1987,91754
54989,725,32497
54990,1834,15886
54991,1555,28384
54992,1665,98291
54993,1490,88188
54994,1500,62090
54995,463,36213
54996,593,68523
54997,1336,98784
54998,689,38688
54999,1343,21746
55000,485,68728
55001,582,87711
55002,1327,56137
55003,221,46890
55004,1685,11684
55005,1534,63638
55006,1426,27655
55007,1130,17080
55008,1072,79164
55009,1061,88923
55010,655,99505
55011,1107,51768
55012,1772,67068
55013,1992,86882
55014,686,47439
55015,1836,62196
55016,876,51795
55017,1932,89498
55018,1283,86924
55019,460,8294
55020,252,25445
55021,693,46579
55022,324,77023
55023,1837,20398
55024,1237,99405
55025,1762,41057
55026,1952,6826
55027,1366,9487
55028,1907,98808
55029,946,7108
55030,1416,98874
55031,538,54507
55032,591,74194
55033,1086,12776
55034,1515,63068
55035,449,78279
55036,403,28978
55037,261,67596
55038,1755,12869
55039,1332,67824
55040,1839,61902
55041,975,42147
55042,222,17278
55043,1623,24084
55044,1493,39315
55045,274,34034
55046,1515,93172
55047,1664,49283
55048,1312,95017
55049,1149,2200
55050,921,78956
55051,1467,14828
55052,1490,32417
55053,1303,7332
55054,1840,27474
55055,1160,39718
55056,629,90042
55057,632,56565
55058,291,85741
55059,1960,33328
55060,1954,52039
55061,558,27779
55062,456,1045
55063,1994,6016
55064,1852,11642
55065,282,85605
55066,653,90527
55067,1831,93323
55068,1869,50454
55069,650,8129
55070,1087,42674
55071,1047,45195
55072,1690,12658
55073,1350,81929
55074,1062,38090
55075,1132,87870
55076,218,31427
55077,1285,51534
55078,1596,36006
55079,792,38045
55080,1036,7651
55081,1037,74513
55082,1586,68891
55083,1156,50086
55084,767,92871
55085,1020,12772
55086,1423,6797
55087,426,70836
55088,873,58411
55089,1968,94161
55090,1419,60112
55091,1491,35088
55092,211,66113
55093,1103,17635
55094,307,49170
55095,450,30839
55096,359,97488
55097,1320,66544
55098,1469,77818
55099,1541,4344
55100,1239,98563
55101,1825,72785
55102,382,47481
55103,706,34056
55104,1525,30418
55105,1871,25122
55106,1971,45893
55107,778,22916
55108,1099,25422
55109,1253,1063
55110,731,2588
55111,271,8631
55112,1841,98392
55113,1313,74286
55114,277,54539
55115,1947,4528
55116,863,31999
55117,669,38416
55118,1628,13799
55119,1793,1248
55120,849,76436
55121,1084,32511
55122,942,32366
55123,1330,80842
55124,301,64910
55125,1231,57625
55126,1808,81353
55127,1261,5884
55128,1253,7687
55129,544,19761
55130,1164,67389
55131,232,52826
55132,248,34888
55133,467,56842
55134,1097,17220
55135,241,98375
55136,941,74731
55137,326,6255
55138,581,81597
55139,1373,63733
55140,948,20574
55141,338,72832
55142,1336,87204
55143,1809,25161
55144,905,21978
55145,1396,33003
55146,672,90938
55147,499,36106
55148,1385,44755
55149,1038,83158
55150,673,84029
55151,393,2851
55152,1932,70431
55153,1439,79616
55154,1808,86225
55155,301,43382
55156,1479,25148
55157,1376,20919
55158,1027,29548
55159,1908,26719
55160,333,30781
55161,276,88903
55162,1316,52548
55163,1932,77106
55164,1581,77011
55165,660,30786
55166,1274,2360
55167,1646,53343
55168,1158,53897
55169,1711,45828
55170,1779,25790
55171,556,86721
55172,844,60929
55173,1201,61316
55174,688,64241
55175,1591,59307
55176,1438,80829
55177,487,89374
55178,989,97705
55179,1305,19072
55180,1025,36726
55181,1411,40478
55182,718,50340
55183,563,69540
55184,537,63540
55185,695,1919
55186,465,79488
55187,1445,44016
55188,1542,16155
55189,356,9434
55190,1490,44543
55191,1291,77653
55192,1123,14629
55193,825,72905
55194,414,83816
55195,517,49798
55196,1244,3657
55197,1383,19125
55198,1250,35872
55199,466,96519
55200,282,21296
55201,1456,66274
55202,589,70393
55203,557,66706
55204,390,99551
55205,1826,74018
55206,1321,90196
55207,1237,40257
55208,638,30410
55209,758,35751
55210,1340,68084
55211,786,91815
55212,1676,54084
55213,773,66065
55214,394,49370
55215,1298,66305
55216,856,16077
55217,1930,90924
55218,408,81699
55219,761,18062
55220,912,22880
55221,1212,54030
55222,302,78329
55223,1391,48424
55224,717,91009
55225,1788,30780
55226,1243,58057
55227,654,94763
55228,1141,84301
55229,1895,97083
55230,990,76901
55231,749,13426
55232,1267,71982
55233,1716,91894
55234,1374,50677
55235,1055,9119
55236,1145,97705
55237,359,29364
55238,1981,62113
55239,400,92760
55240,957,50395
55241,296,76739
55242,768,64550
55243,1139,26896
55244,1763,64712
55245,206,72479
55246,904,72757
55247,1105,14042
55248,1469,31771
55249,1806,77924
55250,1417,2504
55251,539,21926
55252,1620,39177
55253,901,31675
55254,338,95483
55255,1978,82592
55256,651,94725
55257,555,99022
55258,316,88373
55259,1128,37138
55260,1646,23670
55261,1626,62282
55262,667,89216
55263,1603,65544
55264,868,82389
55265,741,79878
55266,1768,58850
55267,1192,71788
55268,1672,59293
55269,645,13891
55270,595,40162
55271,272,27565
55272,1018,91983
55273,1627,76891
55274,280,95986
55275,1883,48795
55276,1328,1618
55277,1402,12935
55278,1554,10372
55279,1293,52385
55280,405,22810
55281,301,42810
55282,1684,17892
55283,1010,43431
55284,610,35609
55285,1222,25728
55286,1970,29198
55287,533,74698
55288,1642,14010
55289,1630,39051
55290,1504,68638
55291,861,8785
55292,359,35470
55293,1711,74592
55294,697,60026
55295,1878,79291
55296,822,45096
55297,1736,99939
55298,1952,13584
55299,1903,77856
55300,1017,8584
55301,1825,72282
55302,449,40637
55303,1198,33230
55304,419,83408
55305,700,15089
55306,1536,23925
55307,2000,16714
55308,743,24306
55309,1778,25614
55310,844,2084
55311,506,67375
55312,781,64677
55313,1027,38570
55314,1320,84297
55315,1096,66623
55316,1893,79309
55317,1486,7966
55318,1594,42047
55319,2000,86134
55320,1992,90681
55321,526,77430
55322,572,15568
55323,580,22992
55324,1840,30153
55325,1970,75140
55326,1287,11582
55327,1006,53324
55328,347,90417
55329,781,60011
55330,1923,32368
55331,1115,29031
55332,352,42927
55333,1781,32592
55334,491,51404
55335,1493,16753
55336,386,58870
55337,1829,65908
55338,1937,91905
55339,1292,75765
55340,1700,66823
55341,1638,2122
55342,1945,95550
55343,1098,88553
55344,230,35460
55345,1576,32366
55346,745,52805
55347,1688,15874
55348,1531,59515
55349,867,59139
55350,290,41688
55351,875,43583
55352,575,5059
55353,663,28258
55354,1513,68819
55355,276,31444
55356,1437,65709
55357,1175,30920
55358,1148,79859
55359,361,67797
55360,1647,22121
55361,1572,55377
55362,326,97658
55363,1116,35857
55364,677,69366
55365,1103,13503
55366,1926,76645
55367,777,26175
55368,1217,16413
55369,234,46879
55370,1253,18294
55371,1801,41827
55372,1954,66213
55373,1360,41492
55374,1750,7449
55375,1194,69670
55376,575,34119
55377,1199,20411
55378,1000,37266
55379,1366,45961
55380,1735,99146
55381,940,30184
55382,1473,83540
55383,667,34816
55384,944,35724
55385,1253,48208
55386,1222,4012
55387,663,28467
55388,1730,85305
55389,1930,88222
55390,1770,21534
55391,499,37002
55392,509,25240
55393,1246,1648
55394,1338,69375
55395,1618,42973
55396,389,41005
55397,250,29636
55398,725,87433
55399,1286,71974
55400,888,55276
55401,1306,20125
55402,1498,89051
55403,591,52963
55404,807,73862
55405,1351,40192
55406,404,6890
55407,1569,82092
55408,1622,40248
55409,490,13557
55410,1753,72177
55411,1824,64914
55412,1552,43092
55413,854,72754
55414,863,38052
55415,983,55931
55416,1610,97021
55417,608,73046
55418,1361,22566
55419,1856,91059
55420,200,88916
55421,1815,33736
55422,1286,58537
55423,879,68928
55424,1915,87849
55425,1609,23144
55426,1153,72800
55427,1373,45149
55428,531,33778
55429,1609,91773
55430,893,67555
55431,992,58372
55432,257,14846
55433,821,15001
55434,1647,97182
55435,1123,85904
55436,1606,84465
55437,289,48841
55438,1732,12919
55439,1193,87851
55440,565,90501
55441,1623,15998
55442,1699,3704
55443,653,78561
55444,1140,2770
55445,1683,6330
55446,516,33300
55447,811,65786
55448,647,56635
55449,203,85892
55450,1882,68653
55451,1630,49005
55452,658,26770
55453,372,45994
55454,342,66766
55455,454,27630
55456,465,72229
55457,269,82474
55458,627,65092
55459,1999,26867
55460,704,31865
55461,689,81280
55462,1014,10114
55463,1459,50028
55464,1164,59184
55465,1509,81979
55466,288,21988
55467,1110,5514
55468,1940,65868
55469,533,54232
55470,1693,30620
55471,330,21921
55472,1452,23436
55473,1936,85429
55474,1302,10966
55475,1117,68227
55476,628,62021
55477,1909,81087
55478,311,81657
55479,1153,57701
55480,1666,64519
55481,851,57616
55482,884,79480
55483,1362,43927
55484,1362,44521
55485,592,54051
55486,1371,83468
55487,305,61856
55488,237,23864
55489,748,42960
55490,280,70624
55491,1676,20059
55492,897,5524
55493,605,97874
55494,482,32346
55495,453,3978
55496,209,28189
55497,1044,26793
55498,1215,19440
55499,1905,99558
55500,1958,19022
55501,668,91450
55502,899,53603
55503,1221,16024
55504,938,39990
55505,1926,62832
55506,807,52814
55507,1675,60155
55508,1435,15279
55509,1023,66581
55510,265,45327
55511,1504,32943
55512,1840,47198
55513,1361,92991
55514,745,71419
55515,1292,22022
55516,1007,99674
55517,1775,53930
55518,230,59900
55519,618,58834
55520,891,86671
55521,1886,54900
55522,1821,44261
55523,384,73315
55524,1749,66685
55525,1163,15464
55526,1344,66489
55527,1357,25629
55528,1909,85967
55529,1884,84061
55530,1892,44920
55531,1092,18782
55532,856,14236
55533,1928,66807
55534,736,78643
55535,956,63073
55536,1624,85143
55537,447,25375
55538,978,93236
55539,654,79493
55540,529,8033
55541,498,51217
55542,1005,20132
55543,738,75851
55544,1284,62052
55545,725,91778
55546,1919,25558
55547,425,91935
55548,1774,76100
55549,1502,22694
55550,807,54873
55551,583,77255
55552,906,34565
55553,1149,97735
55554,1623,47642
55555,1890,83586
55556,745,71876
55557,461,41501
55558,1468,78262
55559,1113,84708
55560,850,28814
55561,1238,88551
55562,1618,79559
55563,1015,41692
55564,1871,86589
55565,801,83837
55566,1219,30179
55567,1897,2971
55568,965,28469
55569,964,98523
55570,1259,46165
55571,1488,32272
55572,1760,77247
55573,1645,91134
55574,508,78711
55575,1096,85142
55576,462,36705
55577,1248,32443
55578,666,11165
55579,1379,87925
55580,1014,13755
55581,1862,81564
55582,265,68924
55583,1212,49525
55584,1642,61967
55585,1376,72505
55586,1513,84465
55587,229,78293
55588,517,45051
55589,774,29381
55590,570,23515
55591,1632,3967
55592,1723,20825
55593,574,3935
55594,1418,28271
55595,488,46647
55596,1399,34376
55597,1891,43831
55598,1182,23498
55599,1631,82563
55600,1357,50082
55601,597,49310
55602,1127,78961
55603,1272,76750
55604,759,79773
55605,871,27979
55606,938,61916
55607,1173,57227
55608,536,86860
55609,1401,53246
55610,1935,42501
55611,1540,11824
55612,1719,88175
55613,356,76510
55614,1993,81983
55615,718,62440
55616,347,66312
55617,945,17849
55618,536,34320
55619,846,53949
55620,1058,90745
55621,665,86376
55622,1560,83535
55623,876,62384
55624,1175,7945
55625,1762,79302
55626,1381,40933
55627,1853,92567
55628,1040,52071
55629,797,43629
55630,1301,84372
55631,1907,61712
55632,1614,15212
55633,974,26959
55634,1386,13266
55635,1986,34837
55636,796,69383
55637,1888,74602
55638,973,22652
55639,1589,51161
55640,1663,22031
55641,769,32008
55642,430,25050
55643,1507,16991
55644,1193,33862
55645,1272,77576
55646,549,80536
55647,1268,94132
55648,499,2902
55649,913,83662
55650,1027,84744
55651,1983,32569
55652,1253,9332
55653,973,38573
55654,758,50511
55655,857,1674
55656,1505,49775
55657,1076,19985
55658,370,99203
55659,1543,13904
55660,827,13256
55661,1760,41848
55662,367,42012
55663,1363,77011
55664,846,35625
55665,1005,21574
55666,1465,32273
55667,540,46773
55668,1946,57673
55669,202,69993
55670,1298,57946
55671,924,14162
55672,1213,69275
55673,1806,9173
55674,1119,80819
55675,1507,5516
55676,1862,99461
55677,1970,92429
55678,1987,30005
55679,694,22158
55680,267,57720
55681,939,77955
55682,1920,39733
55683,1516,52802
55684,1783,44727
55685,1332,2989
55686,948,29169
55687,1930,20286
55688,720,19681
55689,839,4894
55690,322,16920
55691,479,27731
55692,1680,96004
55693,996,62271
55694,1606,12317
55695,835,82393
55696,232,34106
55697,1937,49216
55698,958,9845
55699,1981,61400
55700,739,50891
55701,704,53164
55702,267,39984
55703,845,65953
55704,868,68501
55705,256,29402
55706,910,31706
55707,747,93385
55708,470,86395
55709,222,63526
55710,276,40140
55711,1276,89691
55712,1873,6431
55713,1030,23352
55714,542,45720
55715,1575,98650
55716,1092,37282
55717,676,86647
55718,1153,66618
55719,362,47552
55720,448,57635
55721,1651,88518
55722,1052,3485
55723,1295,31405
55724,1568,19205
55725,1058,29355
55726,764,27343
55727,1997,55269
55728,1226,9332
55729,370,36942
55730,1635,85703
55731,319,5159
55732,1814,49870
55733,1078,28060
55734,1150,98829
55735,1206,43824
55736,384,68692
55737,360,93532
55738,1702,82753
55739,428,77912
55740,1433,20533
55741,924,80130
55742,1987,75069
55743,768,23152
55744,1864,98149
55745,1663,8392
55746,870,36720
55747,1599,13731
55748,437,88826
55749,714,50080
55750,1893,34535
55751,313,57574
55752,1792,66853
55753,1327,97529
55754,694,66687
55755,780,78977
55756,1208,38641
55757,881,42050
55758,271,56961
55759,1809,98626
55760,244,60990
55761,1687,84795
55762,1894,65442
55763,702,9574
55764,767,13988
55765,1316,8626
55766,961,90718
55767,1729,80364
55768,1629,19240
55769,631,25974
55770,1127,80440
55771,1731,27072
